Date,date,spy_price,spy_return,vix,prob,actual_crash,signal,stock_balance,has_active_option,option_start_idx,option_expiry_idx,strike_price,option_price,option_cost,option_exist_dollar_return,option_balance,cash_balance,exit_type,strategy_balance,strategy_return,cum_strategy_dollar_return,cum_strategy_return,benchmark_balance,cum_benchmark_dollar_return,cum_benchmark_return,benchmark_return,strategy_peak,benchmark_peak,strategy_drawdown,benchmark_drawdown
2024-06-12,2024-06-12,534.56,0.0082233119577515,12.04,0.14,0.0,0,534.56,False,-1,-1,,,,,0.0,0.0,,534.56,0.0082233119577515,65.31999999999994,0.1392038189412666,534.56,65.31999999999994,0.1392038189412666,0.0082233119577515,0.1392038189412666,0.1392038189412666,0.0,0.0
2024-06-13,2024-06-13,535.63,0.0020016462137084634,11.94,0.17,0.0,0,535.63,False,-1,-1,,,,,0.0,0.0,,535.63,0.0020016462137084634,66.38999999999999,0.1414841019520927,535.63,66.38999999999999,0.1414841019520927,0.0020016462137084634,0.1414841019520927,0.1414841019520927,0.0,0.0
2024-06-14,2024-06-14,535.96,0.0006160969325841315,12.66,0.19,0.0,0,535.96,False,-1,-1,,,,,0.0,0.0,,535.96,0.0006160969325841315,66.72000000000003,0.14218736680589897,535.96,66.72000000000003,0.14218736680589897,0.0006160969325841315,0.14218736680589897,0.14218736680589897,0.0,0.0
2024-06-17,2024-06-17,540.22,0.007948354354802678,12.75,0.24,0.0,0,540.22,False,-1,-1,,,,,0.0,0.0,,540.22,0.007948354354802678,70.98000000000002,0.1512658767368511,540.22,70.98000000000002,0.1512658767368511,0.007948354354802678,0.1512658767368511,0.1512658767368511,0.0,0.0
2024-06-18,2024-06-18,541.6,0.00255451482729252,12.3,0.25,0.0,0,541.6,False,-1,-1,,,,,0.0,0.0,,541.6,0.00255451482729252,72.36000000000001,0.15420680248913138,541.6,72.36000000000001,0.15420680248913138,0.00255451482729252,0.15420680248913138,0.15420680248913138,0.0,0.0
2024-06-20,2024-06-20,540.13,-0.002714180206794703,13.28,0.24929312901631243,0.0,0,540.13,False,-1,-1,,,,,0.0,0.0,,540.13,-0.002714180206794703,70.88999999999999,0.15107407723126756,540.13,70.88999999999999,0.15107407723126756,-0.002714180206794703,0.15420680248913138,0.15420680248913138,-0.0027141802067947142,-0.0027141802067947142
2024-06-21,2024-06-21,539.4,-0.0013515264843648733,13.2,0.17,0.0,0,539.4,False,-1,-1,,,,,0.0,0.0,,539.4,-0.0013515264843648733,70.15999999999997,0.1495183701304236,539.4,70.15999999999997,0.1495183701304236,-0.0013515264843648733,0.15420680248913138,0.15420680248913138,-0.0040620384047268055,-0.0040620384047268055
2024-06-24,2024-06-24,537.65,-0.003244345569150875,13.33,0.19,0.0,0,537.65,False,-1,-1,,,,,0.0,0.0,,537.65,-0.003244345569150875,68.40999999999997,0.14578893529963338,537.65,68.40999999999997,0.14578893529963338,-0.003244345569150875,0.15420680248913138,0.15420680248913138,-0.007293205317577621,-0.007293205317577621
2024-06-25,2024-06-25,539.72,0.003850088347437941,12.84,0.19,0.0,0,539.72,False,-1,-1,,,,,0.0,0.0,,539.72,0.003850088347437941,70.48000000000002,0.1502003239280539,539.72,70.48000000000002,0.1502003239280539,0.003850088347437941,0.15420680248913138,0.15420680248913138,-0.0034711964549482863,-0.0034711964549482863
2024-06-26,2024-06-26,540.39,0.00124138442155175,12.55,0.17,0.0,0,540.39,False,-1,-1,,,,,0.0,0.0,,540.39,0.00124138442155175,71.14999999999998,0.15162816469184207,540.39,71.14999999999998,0.15162816469184207,0.00124138442155175,0.15420680248913138,0.15420680248913138,-0.0022341211225997727,-0.0022341211225997727
2024-06-27,2024-06-27,541.24,0.0015729380632507617,12.24,0.19,0.0,0,541.24,False,-1,-1,,,,,0.0,0.0,,541.24,0.0015729380632507617,72.0,0.15343960446679736,541.24,72.0,0.15343960446679736,0.0015729380632507617,0.15420680248913138,0.15420680248913138,-0.0006646971935007674,-0.0006646971935007674
2024-06-28,2024-06-28,539.11,-0.003935407582588146,12.44,0.18,0.0,0,539.11,False,-1,-1,,,,,0.0,0.0,,539.11,-0.003935407582588146,69.87,0.1489003495013213,539.11,69.87,0.1489003495013213,-0.003935407582588146,0.15420680248913138,0.15420680248913138,-0.0045974889217134385,-0.0045974889217134385
2024-07-01,2024-07-01,540.22,0.002058949008551192,12.22,0.19,0.0,0,540.22,False,-1,-1,,,,,0.0,0.0,,540.22,0.002058949008551192,70.98000000000002,0.1512658767368511,540.22,70.98000000000002,0.1512658767368511,0.002058949008551192,0.15420680248913138,0.15420680248913138,-0.0025480059084194923,-0.0025480059084194923
2024-07-02,2024-07-02,543.86,0.00673799563140931,12.03,0.17,0.0,0,543.86,False,-1,-1,,,,,0.0,0.0,,543.86,0.00673799563140931,74.62,0.15902310118489474,543.86,74.62,0.15902310118489474,0.00673799563140931,0.15902310118489474,0.15902310118489474,0.0,0.0
2024-07-03,2024-07-03,546.29,0.0044680616335084355,12.09,0.2,0.0,0,546.29,False,-1,-1,,,,,0.0,0.0,,546.29,0.0044680616335084355,77.04999999999995,0.16420168783564904,546.29,77.04999999999995,0.16420168783564904,0.0044680616335084355,0.16420168783564904,0.16420168783564904,0.0,0.0
2024-07-05,2024-07-05,549.44,0.005766168152446571,12.48,0.27,0.0,0,549.44,False,-1,-1,,,,,0.0,0.0,,549.44,0.005766168152446571,80.20000000000005,0.17091467053107162,549.44,80.20000000000005,0.17091467053107162,0.005766168152446571,0.17091467053107162,0.17091467053107162,0.0,0.0
2024-07-08,2024-07-08,550.07,0.0011466220151425954,12.37,0.27,0.0,0,550.07,False,-1,-1,,,,,0.0,0.0,,550.07,0.0011466220151425954,80.83000000000004,0.17225726707015607,550.07,80.83000000000004,0.17225726707015607,0.0011466220151425954,0.17225726707015607,0.17225726707015607,0.0,0.0
2024-07-09,2024-07-09,550.61,0.0009816932390422917,12.51,0.27,0.0,0,550.61,False,-1,-1,,,,,0.0,0.0,,550.61,0.0009816932390422917,81.37,0.17340806410365697,550.61,81.37,0.17340806410365697,0.0009816932390422917,0.17340806410365697,0.17340806410365697,0.0,0.0
2024-07-10,2024-07-10,556.05,0.009879951326710268,12.85,0.32,0.0,0,556.05,False,-1,-1,,,,,0.0,0.0,,556.05,0.009879951326710268,86.80999999999995,0.18500127866337043,556.05,86.80999999999995,0.18500127866337043,0.009879951326710268,0.18500127866337043,0.18500127866337043,0.0,0.0
2024-07-11,2024-07-11,551.26,-0.008614333243413319,12.92,0.17929312901631242,0.0,0,551.26,False,-1,-1,,,,,0.0,0.0,,551.26,-0.008614333243413319,82.01999999999998,0.1747932827550933,551.26,82.01999999999998,0.1747932827550933,-0.008614333243413319,0.18500127866337043,0.18500127866337043,-0.008614333243413305,-0.008614333243413305
2024-07-12,2024-07-12,554.74,0.006312810651960987,12.46,0.16,0.0,0,554.74,False,-1,-1,,,,,0.0,0.0,,554.74,0.006312810651960987,85.5,0.18220953030432188,554.74,85.5,0.18220953030432188,0.006312810651960987,0.18500127866337043,0.18500127866337043,-0.0023559032461108577,-0.0023559032461108577
2024-07-15,2024-07-15,556.26,0.002740022352814009,13.12,0.23,0.0,0,556.26,False,-1,-1,,,,,0.0,0.0,,556.26,0.002740022352814009,87.01999999999998,0.18544881084306533,556.26,87.01999999999998,0.18544881084306533,0.002740022352814009,0.18544881084306533,0.18544881084306533,0.0,0.0
2024-07-16,2024-07-16,559.56,0.005932477618379783,13.19,0.29,0.0,0,559.56,False,-1,-1,,,,,0.0,0.0,,559.56,0.005932477618379783,90.31999999999994,0.1924814593811268,559.56,90.31999999999994,0.1924814593811268,0.005932477618379783,0.1924814593811268,0.1924814593811268,0.0,0.0
2024-07-17,2024-07-17,551.71,-0.014028879834155239,14.48,0.20929312901631242,0.0,0,551.71,False,-1,-1,,,,,0.0,0.0,,551.71,-0.014028879834155239,82.47000000000003,0.17575228028301088,551.71,82.47000000000003,0.17575228028301088,-0.014028879834155239,0.1924814593811268,0.1924814593811268,-0.014028879834155251,-0.014028879834155251
2024-07-18,2024-07-18,547.47,-0.007685196933171379,15.93,0.22847482656687246,0.0,0,547.47,False,-1,-1,,,,,0.0,0.0,,547.47,-0.007685196933171379,78.23000000000002,0.16671639246441058,547.47,78.23000000000002,0.16671639246441058,-0.007685196933171379,0.1924814593811268,0.1924814593811268,-0.021606262063049386,-0.021606262063049386
2024-07-19,2024-07-19,543.84,-0.006630500301386344,16.52,0.24800060818095462,0.0,0,543.84,False,-1,-1,,,,,0.0,0.0,,543.84,-0.006630500301386344,74.60000000000002,0.15898047907254287,543.84,74.60000000000002,0.15898047907254287,-0.006630500301386344,0.1924814593811268,0.1924814593811268,-0.028093502037314894,-0.028093502037314894
2024-07-22,2024-07-22,549.45,0.010315533980582492,14.91,0.2884354674449325,1.0,0,549.45,False,-1,-1,,,,,0.0,0.0,,549.45,0.010315533980582492,80.21000000000004,0.17093598158724754,549.45,80.21000000000004,0.17093598158724754,0.010315533980582492,0.1924814593811268,0.1924814593811268,-0.018067767531631817,-0.018067767531631817
2024-07-23,2024-07-23,548.58,-0.0015834015834016446,14.72,0.24870286050040316,1.0,0,548.58,False,-1,-1,,,,,0.0,0.0,,548.58,-0.0015834015834016446,79.34000000000003,0.16908191969994038,548.58,79.34000000000003,0.16908191969994038,-0.0015834015834016446,0.1924814593811268,0.1924814593811268,-0.019622560583315306,-0.019622560583315306
2024-07-24,2024-07-24,536.15,-0.022658500127602288,18.04,0.10822502551031561,0.0,0,536.15,False,-1,-1,,,,,0.0,0.0,,536.15,-0.022658500127602288,66.90999999999997,0.14259227687324177,536.15,66.90999999999997,0.14259227687324177,-0.022658500127602288,0.1924814593811268,0.1924814593811268,-0.04183644291943664,-0.04183644291943664
2024-07-25,2024-07-25,533.36,-0.0052037676023499735,18.46,0.11798267211759679,0.0,0,533.36,False,-1,-1,,,,,0.0,0.0,,533.36,-0.0052037676023499735,64.12,0.13664649220015346,533.36,64.12,0.13664649220015346,-0.0052037676023499735,0.1924814593811268,0.1924814593811268,-0.04682250339552493,-0.04682250339552493
2024-07-26,2024-07-26,539.33,0.01119319034048294,16.39,0.23643309830881698,0.0,0,539.33,False,-1,-1,,,,,0.0,0.0,,539.33,0.01119319034048294,70.09000000000003,0.14936919273719212,539.33,70.09000000000003,0.14936919273719212,0.01119319034048294,0.1924814593811268,0.1924814593811268,-0.03615340624776593,-0.03615340624776593
2024-07-29,2024-07-29,539.65,0.0005933287597572612,16.6,0.20587172816716748,1.0,0,539.65,False,-1,-1,,,,,0.0,0.0,,539.65,0.0005933287597572612,70.40999999999997,0.15005114653482218,539.65,70.40999999999997,0.15005114653482218,0.0005933287597572612,0.1924814593811268,0.1924814593811268,-0.03558152834369858,-0.03558152834369858
2024-07-30,2024-07-30,536.91,-0.005077364958769537,17.69,0.22606665154840633,0.0,0,536.91,False,-1,-1,,,,,0.0,0.0,,536.91,-0.005077364958769537,67.66999999999996,0.1442119171426135,536.91,67.66999999999996,0.1442119171426135,-0.005077364958769537,0.1924814593811268,0.1924814593811268,-0.040478232897276395,-0.040478232897276395
2024-07-31,2024-07-31,545.64,0.016259708331005207,16.36,0.31840718455927886,1.0,0,545.64,False,-1,-1,,,,,0.0,0.0,,545.64,0.016259708331005207,76.39999999999998,0.16281646918421272,545.64,76.39999999999998,0.16281646918421272,0.016259708331005207,0.1924814593811268,0.1924814593811268,-0.02487668882693538,-0.02487668882693538
2024-08-01,2024-08-01,537.92,-0.014148522835569333,18.59,0.354396212253506,0.0,0,537.92,False,-1,-1,,,,,0.0,0.0,,537.92,-0.014148522835569333,68.67999999999995,0.14636433381638383,537.92,68.67999999999995,0.14636433381638383,-0.014148522835569333,0.1924814593811268,0.1924814593811268,-0.03867324326256342,-0.03867324326256342
2024-08-02,2024-08-02,527.9,-0.018627305175490716,23.39,0.2118120034842177,0.0,0,527.9,False,-1,-1,,,,,0.0,0.0,,527.9,-0.018627305175490716,58.65999999999997,0.1250106555280879,527.9,58.65999999999997,0.1250106555280879,-0.018627305175490716,0.1924814593811268,0.1924814593811268,-0.0565801701336764,-0.0565801701336764
2024-08-05,2024-08-05,512.53,-0.029115362758098118,38.57,0.5356618496795403,0.0,1,512.53,True,150,213,486.90349999999995,25.88037682451241,25.88037682451241,,0.0,0.0,,512.53,-0.029115362758098118,43.289999999999964,0.09225556218566185,512.53,43.289999999999964,0.09225556218566185,-0.029115362758098118,0.1924814593811268,0.1924814593811268,-0.08404818071341764,-0.08404818071341764
2024-08-06,2024-08-06,517.25,0.009209217021442617,27.71,0.2538930603495358,0.0,0,517.25,True,150,213,486.90349999999995,14.116494992272294,25.88037682451241,-11.763881832240116,0.0,14.116494992272294,threshold_exit,531.3664949922722,0.03675198523456635,62.12649499227223,0.1323981224794822,517.25,48.00999999999999,0.1023143807007075,0.009209217021442617,0.1924814593811268,0.1924814593811268,-0.05038513297542302,-0.07561298162842224
2024-08-07,2024-08-07,513.79,-0.0066892218463026065,27.85,0.3053225894090984,0.0,0,513.79,False,-1,-1,,,,,0.0,14.116494992272294,,527.9064949922722,-0.006511513301286298,58.66649499227219,0.12502449704260546,513.79,44.549999999999955,0.09494075526383078,-0.0066892218463026065,0.1924814593811268,0.1924814593811268,-0.05656856281315275,-0.08179641146615195
2024-08-08,2024-08-08,525.67,0.023122287315829437,23.79,0.24236721550614274,0.0,0,525.67,False,-1,-1,,,,,0.0,14.116494992272294,,539.7864949922723,0.02250398529416464,70.5464949922723,0.15034203177962727,525.67,56.42999999999995,0.12025829000085234,0.023122287315829437,0.1924814593811268,0.1924814593811268,-0.03533759562464729,-0.0605654442776467
2024-08-09,2024-08-09,527.99,0.0044134152605248556,20.37,0.2773302821203928,0.0,0,527.99,False,-1,-1,,,,,0.0,14.116494992272294,,542.1064949922722,0.004297995636280527,72.86649499227224,0.15528619681244615,527.99,58.75,0.12520245503367147,0.0044134152605248556,0.1924814593811268,0.1924814593811268,-0.031191480820158168,-0.056419329473157365
2024-08-12,2024-08-12,528.27,0.0005303130741112216,20.71,0.19614387129144098,0.0,0,528.27,False,-1,-1,,,,,0.0,14.116494992272294,,542.3864949922722,0.0005165036807093237,73.14649499227221,0.15588290638537253,528.27,59.02999999999997,0.12579916460659785,0.0005303130741112216,0.1924814593811268,0.1924814593811268,-0.03069108765409917,-0.05591893630709837
2024-08-13,2024-08-13,536.95,0.016430991727715005,18.12,0.20632250132666793,0.0,0,536.95,False,-1,-1,,,,,0.0,14.116494992272294,,551.0664949922723,0.016003348313684995,81.82649499227227,0.17438090314609214,536.95,67.71000000000004,0.14429716136731743,0.016430991727715005,0.1924814593811268,0.1924814593811268,-0.015178899506268603,-0.04040674815926783
2024-08-14,2024-08-14,538.65,0.0031660303566438674,16.19,0.16339548816940347,0.0,0,538.65,False,-1,-1,,,,,0.0,14.116494992272294,,552.7664949922723,0.0030849271647768184,83.52649499227232,0.17800378269600273,538.65,69.40999999999997,0.1479200409172278,0.0031660303566438674,0.1924814593811268,0.1924814593811268,-0.01214079814091003,-0.03736864679390944
2024-08-15,2024-08-15,547.88,0.017135431170518967,15.23,0.1745872628641132,0.0,0,547.88,False,-1,-1,,,,,0.0,14.116494992272294,,561.9964949922723,0.01669782825771504,92.75649499227234,0.19767388754639914,547.88,78.63999999999999,0.1675901457676242,0.017135431170518967,0.19767388754639914,0.1924814593811268,0.0,-0.02087354349846299
2024-08-16,2024-08-16,549.11,0.0022450171570416178,14.8,0.17480691488216718,0.0,0,549.11,False,-1,-1,,,,,0.0,14.116494992272294,,563.2264949922724,0.002188625749377504,93.98649499227236,0.2002951474560403,549.11,79.87,0.17021140567726536,0.0022450171570416178,0.2002951474560403,0.1924814593811268,0.0,-0.018675387804703583
2024-08-19,2024-08-19,554.36,0.009560925861849201,14.65,0.14033151199893312,0.0,0,554.36,False,-1,-1,,,,,0.0,14.116494992272294,,568.4764949922724,0.009321294446689832,99.23649499227236,0.21148345194841095,554.36,85.12,0.18139971016963602,0.009560925861849201,0.21148345194841095,0.1924814593811268,0.0,-0.00929301594109645
2024-08-20,2024-08-20,553.46,-0.0016234937585684062,15.88,0.15139373084243973,0.0,0,553.46,False,-1,-1,,,,,0.0,14.116494992272294,,567.5764949922723,-0.001583178914041694,98.33649499227226,0.20956545689257577,553.46,84.22000000000003,0.1794817151138011,-0.0016234937585684062,0.21148345194841095,0.1924814593811268,-0.0015831789140417002,-0.010901422546286208
